,baths,baths_1qtr,baths_3qtr,baths_full,baths_half,beds,city,garage,list_price,lot_sqft,name,sold_date,sold_price,sqft,stories,sub_type,type,year_built
438,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1690000.0,9182.0,0,2021-08-31,1690000.0,1797.0,1.0,0,single_family,1979.0
439,2.0,0,0.0,1.0,1.0,2.0,San Jose,1.0,849000.0,4113.0,0,2021-08-31,900000.0,1294.0,1.0,townhouse,townhomes,1972.0
440,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1195000.0,4801.0,0,2021-08-31,1515111.0,1795.0,2.0,0,single_family,1984.0
441,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,768000.0,1798.0,0,2021-08-31,750000.0,1330.0,2.0,townhouse,townhomes,1984.0
442,3.0,0,0.0,3.0,0.0,3.0,San Jose,2.0,985000.0,0.0,0,2021-08-31,1085888.0,1941.0,3.0,condo,condos,2017.0
443,3.0,0,0.0,3.0,0.0,4.0,San Jose,3.0,1488888.0,5948.0,0,2021-08-31,1518000.0,2247.0,2.0,0,single_family,1974.0
444,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,908000.0,699.0,0,2021-08-31,930000.0,1663.0,0.0,townhouse,townhomes,2006.0
445,2.0,0,0.0,2.0,0.0,2.0,San Jose,2.0,949000.0,6334.0,0,2021-08-31,1181000.0,1076.0,1.0,0,single_family,1970.0
446,2.0,0,0.0,2.0,0.0,3.0,San Jose,0.0,219900.0,0.0,0,2021-08-31,205000.0,1440.0,0.0,0,mobile,1991.0
447,3.0,0,0.0,3.0,0.0,3.0,San Jose,2.0,1650000.0,6007.0,0,2021-08-31,1750000.0,2372.0,2.0,0,single_family,1987.0
448,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1698000.0,9439.0,0,2021-08-31,1999000.0,1795.0,1.0,0,single_family,1962.0
449,1.0,0,0.0,1.0,0.0,3.0,San Jose,2.0,899950.0,8136.0,0,2021-08-31,925000.0,1000.0,1.0,0,single_family,1977.0
450,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1350000.0,6582.0,0,2021-08-31,1625000.0,1107.0,1.0,0,single_family,1955.0
451,4.0,0,0.0,4.0,0.0,5.0,San Jose,2.0,2799000.0,6177.0,0,2021-08-31,3025000.0,2735.0,2.0,0,single_family,2021.0
452,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1749000.0,7453.0,0,2021-08-31,1975000.0,2156.0,1.0,0,single_family,1960.0
453,1.0,0,0.0,1.0,0.0,2.0,San Jose,0.0,748000.0,2958.0,0,2021-08-31,730000.0,839.0,1.0,0,single_family,1905.0
454,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1398000.0,5344.0,0,2021-08-31,1460000.0,1125.0,1.0,0,single_family,1950.0
455,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1798000.0,6000.0,0,2021-08-31,1970000.0,1511.0,1.0,0,single_family,1964.0
456,3.0,0,0.0,2.0,1.0,5.0,San Jose,2.0,1799000.0,7089.0,0,2021-08-31,2025000.0,2177.0,2.0,0,single_family,1984.0
457,1.0,0,0.0,1.0,0.0,2.0,San Jose,1.0,469000.0,0.0,0,2021-08-31,550000.0,885.0,1.0,condo,condos,1979.0
458,2.0,0,0.0,2.0,0.0,3.0,San Jose,0.0,335000.0,0.0,0,2021-08-31,322500.0,1550.0,0.0,0,mobile,2001.0
459,3.0,0,0.0,3.0,0.0,4.0,San Jose,1.0,1898000.0,6299.0,0,2021-08-31,2125000.0,2042.0,1.0,0,single_family,1940.0
460,2.0,0,0.0,2.0,0.0,2.0,San Jose,0.0,315000.0,0.0,0,2021-08-31,328000.0,1200.0,0.0,0,mobile,1974.0
461,3.0,0,0.0,3.0,0.0,5.0,San Jose,3.0,1399000.0,8785.0,0,2021-08-31,1600000.0,2533.0,2.0,0,single_family,1974.0
462,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1475000.0,8752.0,0,2021-08-31,1750000.0,2111.0,2.0,0,single_family,1984.0
463,1.0,0,0.0,1.0,0.0,2.0,San Jose,2.0,925000.0,6819.0,0,2021-08-31,1200000.0,1137.0,1.0,0,single_family,1938.0
464,2.0,0,0.0,2.0,0.0,2.0,San Jose,0.0,198900.0,0.0,0,2021-08-31,190000.0,940.0,0.0,0,mobile,1972.0
465,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,899000.0,3528.0,0,2021-08-31,960000.0,1376.0,2.0,townhouse,townhomes,1996.0
466,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,2099000.0,3142.0,0,2021-08-31,2200000.0,2256.0,2.0,0,single_family,2005.0
467,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1250000.0,6300.0,0,2021-08-31,1510000.0,2467.0,2.0,0,single_family,1964.0
468,3.0,0,0.0,3.0,0.0,4.0,San Jose,0.0,1598000.0,4109.0,0,2021-08-30,1398000.0,1646.0,1.0,0,single_family,1925.0
469,4.0,0,0.0,3.0,1.0,4.0,San Jose,2.0,2599000.0,9770.0,0,2021-08-30,2560000.0,3380.0,2.0,0,single_family,1952.0
470,4.0,0,0.0,3.0,1.0,4.0,San Jose,1.0,2099000.0,14636.0,0,2021-08-30,2360000.0,2882.0,1.0,0,single_family,1951.0
471,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,1750000.0,7556.0,0,2021-08-30,1920000.0,1955.0,1.0,0,single_family,1967.0
472,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1298888.0,6058.0,0,2021-08-30,1275000.0,1380.0,2.0,0,single_family,1970.0
473,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,1699999.0,6668.0,0,2021-08-30,1600000.0,2175.0,2.0,0,single_family,1991.0
474,2.0,0,0.0,1.0,1.0,3.0,San Jose,0.0,900000.0,6410.0,0,2021-08-30,920000.0,1440.0,0.0,0,single_family,1932.0
475,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1500000.0,2335.0,0,2021-08-30,1735000.0,1296.0,1.0,townhouse,townhomes,1979.0
476,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,839500.0,5400.0,0,2021-08-30,900000.0,1060.0,1.0,0,single_family,1951.0
477,3.0,0,0.0,2.0,1.0,2.0,San Jose,2.0,749999.0,822.0,0,2021-08-30,810000.0,1057.0,2.0,townhouse,townhomes,2000.0
478,2.0,0,0.0,2.0,0.0,2.0,San Jose,0.0,595000.0,0.0,0,2021-08-30,600000.0,1060.0,1.0,condo,condos,1979.0
479,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1050000.0,6549.0,0,2021-08-30,1195000.0,1218.0,1.0,0,single_family,1975.0
480,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,1188800.0,928.0,0,2021-08-30,1155000.0,1626.0,2.0,townhouse,townhomes,2000.0
481,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,1498000.0,6362.0,0,2021-08-30,1700000.0,1984.0,1.0,0,single_family,1963.0
482,2.0,0,0.0,1.0,1.0,3.0,San Jose,2.0,589888.0,1360.0,0,2021-08-30,650000.0,1157.0,2.0,townhouse,townhomes,1969.0
483,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1849888.0,7744.0,0,2021-08-30,2100000.0,2585.0,1.0,0,single_family,1953.0
484,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1250000.0,5931.0,0,2021-08-30,1200000.0,1683.0,1.0,0,single_family,1968.0
485,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1699000.0,6847.0,0,2021-08-30,1975000.0,1610.0,1.0,0,single_family,1960.0
486,3.0,0,0.0,2.0,1.0,5.0,San Jose,2.0,2350000.0,6300.0,0,2021-08-30,2637500.0,2982.0,2.0,0,single_family,1969.0
487,3.0,0,0.0,3.0,0.0,4.0,San Jose,3.0,2049000.0,8127.0,0,2021-08-30,2020000.0,2621.0,2.0,0,single_family,1985.0
488,4.0,0,0.0,4.0,0.0,4.0,San Jose,2.0,1850000.0,4620.0,0,2021-08-30,1926000.0,2414.0,2.0,0,single_family,2004.0
489,3.0,0,0.0,2.0,1.0,4.0,San Jose,0.0,1080000.0,4457.0,0,2021-08-30,1080000.0,1955.0,2.0,0,single_family,1992.0
490,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,2150000.0,6028.0,0,2021-08-30,2800000.0,1990.0,1.0,0,single_family,1963.0
491,2.0,0,0.0,1.0,1.0,1.0,San Jose,0.0,649000.0,585.0,0,2021-08-30,635000.0,970.0,2.0,townhouse,townhomes,1981.0
492,3.0,0,0.0,2.0,1.0,5.0,San Jose,2.0,1399888.0,6289.0,0,2021-08-30,1450000.0,2112.0,2.0,0,single_family,1965.0
493,3.0,0,0.0,3.0,0.0,4.0,San Jose,3.0,2348000.0,12336.0,0,2021-08-30,2355000.0,2702.0,2.0,0,single_family,1997.0
494,1.0,0,0.0,1.0,0.0,1.0,San Jose,1.0,763000.0,0.0,0,2021-08-30,763000.0,956.0,1.0,condo,condos,2008.0
495,2.0,0,0.0,2.0,0.0,3.0,San Jose,1.0,739000.0,658.0,0,2021-08-30,775000.0,1205.0,2.0,condo,condos,1988.0
496,3.0,0,0.0,3.0,0.0,3.0,San Jose,2.0,1170000.0,0.0,0,2021-08-30,1215000.0,1803.0,2.0,condo,condos,1995.0
497,4.0,0,0.0,3.0,1.0,6.0,San Jose,1.0,1700000.0,6383.0,0,2021-08-30,1670000.0,3236.0,2.0,0,single_family,1920.0
498,3.0,0,0.0,2.0,1.0,2.0,San Jose,1.0,895000.0,1036.0,0,2021-08-30,927000.0,1032.0,2.0,condo,condos,1984.0
499,4.0,0,0.0,3.0,1.0,4.0,San Jose,3.0,2558000.0,8003.0,0,2021-08-30,2775000.0,3201.0,2.0,0,single_family,1998.0
500,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1098000.0,9696.0,0,2021-08-30,1253000.0,1745.0,1.0,0,single_family,1972.0
501,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,2099000.0,9862.0,0,2021-08-30,2300000.0,2152.0,1.0,0,single_family,1954.0
502,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,1050000.0,5155.0,0,2021-08-30,1100000.0,1546.0,2.0,0,single_family,1963.0
503,2.0,0,0.0,2.0,0.0,2.0,San Jose,0.0,250000.0,0.0,0,2021-08-27,230000.0,1268.0,0.0,0,mobile,2005.0
504,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1400000.0,6516.0,0,2021-08-27,1700000.0,1144.0,1.0,0,single_family,1960.0
505,1.0,0,0.0,1.0,0.0,2.0,San Jose,0.0,549888.0,0.0,0,2021-08-27,595000.0,798.0,1.0,condo,condos,1973.0
506,1.0,0,0.0,1.0,0.0,2.0,San Jose,2.0,899000.0,5105.0,0,2021-08-27,1200000.0,1152.0,1.0,0,single_family,1935.0
507,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1249000.0,6800.0,0,2021-08-27,1380000.0,2021.0,0.0,0,single_family,1973.0
508,4.0,0,0.0,3.0,1.0,3.0,San Jose,2.0,905000.0,1807.0,0,2021-08-27,900000.0,1435.0,3.0,0,single_family,2018.0
509,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,2168000.0,6893.0,0,2021-08-27,2301019.0,1745.0,1.0,0,single_family,1959.0
510,2.0,0,0.0,2.0,0.0,2.0,San Jose,2.0,749000.0,0.0,0,2021-08-27,725000.0,1421.0,1.0,condo,condos,1997.0
511,2.0,0,0.0,1.0,1.0,1.0,San Jose,1.0,629950.0,0.0,0,2021-08-27,650000.0,970.0,2.0,condo,condos,1981.0
512,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1845000.0,8697.0,0,2021-08-27,1850000.0,2085.0,1.0,0,single_family,1975.0
513,0.0,0,0.0,0.0,0.0,6.0,San Jose,1.0,1498000.0,9900.0,0,2021-08-27,1500000.0,2400.0,1.0,0,multi_family,1957.0
514,3.0,0,0.0,2.0,1.0,5.0,San Jose,2.0,1698000.0,7729.0,0,2021-08-27,1700000.0,2270.0,1.0,0,single_family,1951.0
515,3.0,0,0.0,3.0,0.0,5.0,San Jose,2.0,1695000.0,12715.0,0,2021-08-27,1955000.0,2675.0,1.0,0,single_family,1980.0
516,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,998000.0,5937.0,0,2021-08-27,988000.0,1256.0,1.0,0,single_family,1940.0
517,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1698000.0,4771.0,0,2021-08-27,1825000.0,1875.0,1.0,0,single_family,1996.0
518,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1249000.0,8829.0,0,2021-08-27,1450000.0,2181.0,2.0,0,single_family,1982.0
519,0.0,0,0.0,0.0,0.0,9.0,San Jose,5.0,2155000.0,6994.0,0,2021-08-27,2175000.0,3827.0,2.0,0,multi_family,1965.0
520,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1350000.0,6037.0,0,2021-08-27,1570000.0,2010.0,1.0,0,single_family,1972.0
521,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1100000.0,13364.0,0,2021-08-27,1265000.0,1815.0,1.0,0,single_family,1948.0
522,2.0,0,0.0,2.0,0.0,3.0,San Jose,0.0,899000.0,26672.0,0,2021-08-27,1030000.0,1354.0,1.0,0,single_family,1956.0
523,2.0,0,0.0,2.0,0.0,2.0,San Jose,1.0,785000.0,0.0,0,2021-08-27,800000.0,843.0,2.0,condo,condos,1988.0
524,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1698888.0,4794.0,0,2021-08-27,1760000.0,1539.0,1.0,0,single_family,1979.0
525,3.0,0,0.0,2.0,1.0,2.0,San Jose,2.0,850000.0,4090.0,0,2021-08-27,860000.0,1370.0,2.0,condo,condos,2000.0
526,1.0,0,0.0,1.0,0.0,3.0,San Jose,2.0,935000.0,5613.0,0,2021-08-27,1073000.0,1224.0,1.0,0,single_family,1948.0
527,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1575000.0,6064.0,0,2021-08-27,1755000.0,1626.0,1.0,0,single_family,1964.0
528,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1549000.0,6397.0,0,2021-08-27,1650000.0,2550.0,2.0,0,single_family,1910.0
529,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1090000.0,6828.0,0,2021-08-27,1122000.0,1000.0,0.0,0,single_family,1970.0
530,2.0,0,0.0,1.0,1.0,2.0,San Jose,1.0,1349000.0,7147.0,0,2021-08-27,1275004.0,1706.0,1.0,0,single_family,1947.0
531,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1549000.0,5936.0,0,2021-08-27,1875000.0,1458.0,1.0,0,single_family,1968.0
532,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1310000.0,6075.0,0,2021-08-27,1400000.0,1478.0,1.0,0,single_family,1965.0
533,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,1190000.0,1144.0,0,2021-08-27,1225000.0,1603.0,3.0,townhouse,townhomes,1990.0
534,2.0,0,0.0,2.0,0.0,2.0,San Jose,1.0,614888.0,0.0,0,2021-08-27,585000.0,1497.0,1.0,condo,condos,1978.0
535,2.0,0,0.0,2.0,0.0,3.0,San Jose,0.0,385000.0,0.0,0,2021-08-27,385000.0,1800.0,0.0,0,mobile,2004.0
536,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,988888.0,4500.0,0,2021-08-27,980000.0,1207.0,1.0,0,single_family,1977.0
537,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1180000.0,6139.0,0,2021-08-27,1350000.0,1404.0,1.0,0,single_family,1970.0
538,1.0,0,0.0,1.0,0.0,3.0,San Jose,2.0,889000.0,5083.0,0,2021-08-27,930000.0,1012.0,1.0,0,single_family,1952.0
539,2.0,0,0.0,2.0,0.0,2.0,San Jose,2.0,858000.0,1292.0,0,2021-08-27,895000.0,1292.0,0.0,townhouse,townhomes,2007.0
540,2.0,0,0.0,2.0,0.0,2.0,San Jose,0.0,535000.0,0.0,0,2021-08-27,535000.0,922.0,1.0,condo,condos,1988.0
541,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1399888.0,7540.0,0,2021-08-27,1530000.0,1580.0,1.0,0,single_family,1969.0
542,1.0,0,0.0,1.0,0.0,2.0,San Jose,1.0,699888.0,1603.0,0,2021-08-27,875000.0,880.0,1.0,townhouse,townhomes,1972.0
543,1.0,0,0.0,1.0,0.0,2.0,San Jose,0.0,579000.0,0.0,0,2021-08-27,579000.0,924.0,1.0,condo,condos,1970.0
544,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,1198000.0,4829.0,0,2021-08-27,1250000.0,2186.0,2.0,0,single_family,1966.0
545,1.0,0,0.0,1.0,0.0,2.0,San Jose,0.0,175000.0,0.0,0,2021-08-27,175000.0,768.0,0.0,0,mobile,2000.0
546,2.0,0,0.0,2.0,0.0,3.0,San Jose,1.0,799000.0,0.0,0,2021-08-27,800000.0,1203.0,1.0,condo,condos,1987.0
547,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,2199000.0,7569.0,0,2021-08-27,2920000.0,1583.0,1.0,0,single_family,1967.0
548,2.0,0,0.0,2.0,0.0,2.0,San Jose,1.0,713000.0,0.0,0,2021-08-27,730000.0,1588.0,1.0,condo,condos,1981.0
549,1.0,0,0.0,1.0,0.0,2.0,San Jose,2.0,1000000.0,6000.0,0,2021-08-27,1225000.0,960.0,1.0,0,single_family,1958.0
550,4.0,0,0.0,4.0,0.0,4.0,San Jose,0.0,1725000.0,4534.0,0,2021-08-27,1960000.0,2370.0,2.0,0,single_family,2015.0
551,2.0,0,0.0,2.0,0.0,2.0,San Jose,2.0,799000.0,0.0,0,2021-08-27,780000.0,1144.0,2.0,condo,condos,2005.0
552,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1298000.0,6301.0,0,2021-08-27,1290000.0,1240.0,1.0,0,single_family,1963.0
553,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,1229000.0,6013.0,0,2021-08-27,1442000.0,1895.0,1.0,0,single_family,1964.0
554,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1100000.0,5254.0,0,2021-08-27,1146500.0,1478.0,1.0,0,single_family,1955.0
555,3.0,0,0.0,2.0,1.0,2.0,San Jose,2.0,1028000.0,1670.0,0,2021-08-26,1050000.0,1628.0,2.0,townhouse,townhomes,1988.0
556,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,1079000.0,0.0,0,2021-08-26,1053000.0,1661.0,0.0,condo,condos,2016.0
557,4.0,0,0.0,3.0,1.0,3.0,San Jose,2.0,990000.0,1621.0,0,2021-08-26,1000000.0,2093.0,3.0,townhouse,townhomes,2015.0
558,2.0,0,0.0,2.0,0.0,3.0,San Jose,0.0,319900.0,0.0,0,2021-08-26,319900.0,0.0,0.0,0,mobile,2021.0
559,1.0,0,0.0,1.0,0.0,1.0,San Jose,1.0,570000.0,0.0,0,2021-08-26,610000.0,914.0,1.0,condo,condos,2005.0
560,3.0,0,0.0,3.0,0.0,4.0,San Jose,3.0,1595000.0,26959.0,0,2021-08-26,1875000.0,3206.0,1.0,0,single_family,1955.0
561,2.0,0,0.0,2.0,0.0,3.0,San Jose,0.0,299000.0,0.0,0,2021-08-26,305000.0,1260.0,0.0,0,mobile,2017.0
562,1.0,0,0.0,1.0,0.0,1.0,San Jose,0.0,488888.0,0.0,0,2021-08-26,500000.0,744.0,1.0,condo,condos,1985.0
563,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1450000.0,6266.0,0,2021-08-26,1399000.0,1788.0,1.0,0,single_family,1960.0
564,0.0,0,0.0,0.0,0.0,0.0,San Jose,0.0,750000.0,5978.0,0,2021-08-26,700000.0,0.0,0.0,0,land,0.0
565,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,1495000.0,7864.0,0,2021-08-26,1600000.0,1891.0,2.0,0,single_family,1968.0
566,4.0,0,0.0,3.0,1.0,3.0,San Jose,2.0,999000.0,1422.0,0,2021-08-26,1048000.0,1901.0,3.0,townhouse,townhomes,2015.0
567,3.0,0,0.0,2.0,1.0,4.0,San Jose,2.0,1898000.0,4674.0,0,2021-08-26,1920000.0,2310.0,2.0,0,single_family,1996.0
568,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1298800.0,8588.0,0,2021-08-26,1400000.0,1066.0,1.0,0,single_family,1959.0
569,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1498000.0,6761.0,0,2021-08-26,1460000.0,1369.0,1.0,0,single_family,1957.0
570,5.0,0,0.0,4.0,1.0,5.0,San Jose,3.0,2850000.0,10694.0,0,2021-08-26,3100000.0,3981.0,1.0,0,single_family,1978.0
571,2.0,0,0.0,2.0,0.0,5.0,San Jose,2.0,1498888.0,6605.0,0,2021-08-26,1690000.0,1543.0,1.0,0,single_family,1961.0
572,3.0,0,0.0,2.0,1.0,3.0,San Jose,2.0,1175000.0,2499.0,0,2021-08-26,1282000.0,1456.0,2.0,townhouse,townhomes,2002.0
573,3.0,0,0.0,3.0,0.0,3.0,San Jose,2.0,1000000.0,2025.0,0,2021-08-26,1050000.0,1336.0,3.0,townhouse,townhomes,2007.0
574,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1199000.0,6797.0,0,2021-08-26,1300000.0,1468.0,1.0,0,single_family,1984.0
575,2.0,0,0.0,2.0,0.0,2.0,San Jose,2.0,750000.0,1971.0,0,2021-08-26,808000.0,1679.0,1.0,townhouse,townhomes,1985.0
576,3.0,0,0.0,2.0,1.0,5.0,San Jose,2.0,1399000.0,6178.0,0,2021-08-26,1345000.0,2354.0,2.0,0,single_family,1967.0
577,2.0,0,0.0,1.0,1.0,3.0,San Jose,0.0,749999.0,1353.0,0,2021-08-26,805000.0,1296.0,2.0,townhouse,townhomes,1977.0
578,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1199000.0,6029.0,0,2021-08-26,1225100.0,1742.0,2.0,0,single_family,1975.0
579,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1088000.0,5963.0,0,2021-08-26,1300000.0,1341.0,1.0,0,single_family,1968.0
580,3.0,0,0.0,2.0,1.0,2.0,San Jose,0.0,789000.0,1291.0,0,2021-08-26,820000.0,1291.0,2.0,condo,condos,1999.0
581,2.0,0,0.0,1.0,1.0,2.0,San Jose,0.0,618800.0,880.0,0,2021-08-26,650000.0,950.0,2.0,townhouse,townhomes,1970.0
582,1.0,0,0.0,1.0,0.0,3.0,San Jose,2.0,998000.0,7928.0,0,2021-08-26,1030000.0,1065.0,1.0,0,single_family,1971.0
583,2.0,0,0.0,2.0,0.0,2.0,San Jose,2.0,800000.0,0.0,0,2021-08-26,800000.0,1571.0,1.0,condo,condos,1978.0
584,3.0,0,0.0,3.0,0.0,3.0,San Jose,2.0,1029000.0,0.0,0,2021-08-26,1180000.0,1813.0,2.0,condo,condos,2017.0
585,2.0,0,0.0,2.0,0.0,2.0,San Jose,2.0,899950.0,1344.0,0,2021-08-26,942000.0,1056.0,1.0,townhouse,townhomes,1972.0
586,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1437000.0,6000.0,0,2021-08-26,1755000.0,1857.0,2.0,0,single_family,1970.0
587,4.0,0,0.0,3.0,1.0,5.0,San Jose,2.0,998000.0,4275.0,0,2021-08-26,1178000.0,1851.0,2.0,0,single_family,1980.0
588,4.0,0,0.0,3.0,1.0,4.0,San Jose,2.0,2598000.0,6910.0,0,2021-08-25,2800000.0,3049.0,2.0,0,single_family,1955.0
589,4.0,0,0.0,4.0,0.0,5.0,San Jose,0.0,2098888.0,8663.0,0,2021-08-25,1975000.0,2474.0,2.0,0,single_family,1964.0
590,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,988000.0,3598.0,0,2021-08-25,954000.0,1218.0,1.0,0,single_family,1980.0
591,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1169000.0,5397.0,0,2021-08-25,1360000.0,1562.0,2.0,0,single_family,1971.0
592,3.0,0,0.0,3.0,0.0,4.0,San Jose,2.0,1998000.0,10145.0,0,2021-08-25,2100000.0,2621.0,1.0,0,single_family,1976.0
593,2.0,0,0.0,2.0,0.0,2.0,San Jose,1.0,499000.0,0.0,0,2021-08-25,538500.0,849.0,1.0,condo,condos,1984.0
594,3.0,0,0.0,3.0,0.0,3.0,San Jose,2.0,898000.0,1512.0,0,2021-08-25,945000.0,1512.0,2.0,townhouse,townhomes,1999.0
595,2.0,0,0.0,2.0,0.0,2.0,San Jose,1.0,668000.0,4256.0,0,2021-08-25,655000.0,1588.0,1.0,condo,condos,1981.0
596,2.0,0,0.0,2.0,0.0,4.0,San Jose,0.0,1125000.0,6625.0,0,2021-08-25,1125000.0,1614.0,1.0,0,single_family,1922.0
597,2.0,0,0.0,2.0,0.0,4.0,San Jose,2.0,1699000.0,6014.0,0,2021-08-25,1850000.0,1780.0,1.0,0,single_family,1975.0
598,2.0,0,0.0,2.0,0.0,3.0,San Jose,2.0,1498000.0,6383.0,0,2021-08-25,1800000.0,1193.0,1.0,0,single_family,1956.0
599,2.0,0,0.0,2.0,0.0,3.0,San Jose,0.0,209900.0,0.0,0,2021-08-25,202000.0,891.0,0.0,0,mobile,1999.0
600,2.0,0,0.0,2.0,0.0,3.0,San Francisco,0.0,1525000.0,2722.0,0,2021-09-01,2250000.0,1664.0,0.0,0,single_family,1956.0
601,2.0,0,0.0,2.0,0.0,3.0,San Francisco,0.0,1749000.0,3563.0,0,2021-09-01,1900000.0,2386.0,0.0,0,single_family,0.0
602,2.0,0,0.0,2.0,0.0,2.0,San Francisco,0.0,1175000.0,20081.0,0,2021-09-01,1230000.0,1210.0,0.0,condo,condos,2006.0
603,1.0,0,0.0,1.0,0.0,2.0,San Francisco,0.0,1050000.0,5328.0,0,2021-09-01,1040000.0,0.0,0.0,condo,condos,1979.0
604,2.0,0,0.0,1.0,1.0,3.0,San Francisco,0.0,1595000.0,2688.0,0,2021-09-01,1760000.0,1610.0,0.0,condo,condos,1907.0
605,2.0,0,0.0,2.0,0.0,1.0,San Francisco,0.0,1045000.0,23252.0,0,2021-09-01,950000.0,1470.0,0.0,condo,condos,1999.0
606,0.0,0,0.0,0.0,0.0,0.0,San Francisco,0.0,949995.0,972.0,0,2021-09-01,890000.0,1611.0,0.0,0,single_family,1947.0
607,4.0,0,0.0,3.0,1.0,4.0,San Francisco,0.0,1398888.0,2647.0,0,2021-09-01,1350000.0,2524.0,2.0,0,single_family,1992.0
608,1.0,0,0.0,1.0,0.0,2.0,San Francisco,0.0,1500000.0,3001.0,0,2021-09-01,1650000.0,1125.0,2.0,0,single_family,1937.0
609,5.0,0,0.0,5.0,0.0,7.0,San Francisco,0.0,1495000.0,2500.0,0,2021-09-01,1908000.0,3154.0,0.0,0,single_family,0.0
610,2.0,0,0.0,1.0,1.0,2.0,San Francisco,0.0,1595000.0,0.0,0,2021-09-01,1700000.0,0.0,0.0,0,single_family,0.0
611,1.0,0,0.0,1.0,0.0,1.0,San Francisco,0.0,948000.0,0.0,0,2021-09-01,925000.0,794.0,0.0,condo,condos,2015.0
612,4.0,0,0.0,3.0,1.0,4.0,San Francisco,0.0,2495000.0,3249.0,0,2021-09-01,3510000.0,2645.0,0.0,0,single_family,1910.0
613,2.0,0,0.0,2.0,0.0,2.0,San Francisco,0.0,2550008.0,0.0,0,2021-09-01,2555555.0,1569.0,9.0,condo,condos,2016.0
614,5.0,0,0.0,4.0,1.0,5.0,San Francisco,0.0,4495000.0,3123.0,0,2021-08-31,4400000.0,0.0,0.0,0,single_family,0.0
